case_note_id,alert_id,note_timestamp,note_text,typology_label
NOTE000457,ALERT000457,2025-10-20T20:45:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000458,ALERT000458,2025-07-23T13:48:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000459,ALERT000459,2025-11-08T14:12:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000460,ALERT000460,2025-04-03T22:56:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000461,ALERT000461,2025-09-23T21:48:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000462,ALERT000462,2025-04-16T19:33:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000463,ALERT000463,2025-06-24T12:55:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000464,ALERT000464,2025-01-08T16:18:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000465,ALERT000465,2025-01-25T04:04:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000466,ALERT000466,2025-05-26T14:54:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000467,ALERT000467,2025-12-16T13:14:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000468,ALERT000468,2025-12-23T03:33:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000469,ALERT000469,2025-02-27T19:27:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000470,ALERT000470,2025-07-12T14:39:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000471,ALERT000471,2025-01-07T21:17:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000472,ALERT000472,2025-03-02T21:22:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000473,ALERT000473,2025-09-02T16:13:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000474,ALERT000474,2025-01-31T03:28:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000475,ALERT000475,2025-10-14T04:46:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000476,ALERT000476,2025-02-04T14:11:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000477,ALERT000477,2025-06-13T20:26:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000478,ALERT000478,2025-03-29T20:55:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000479,ALERT000479,2025-01-05T18:29:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000480,ALERT000480,2025-12-19T23:44:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000481,ALERT000481,2025-11-09T16:51:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000482,ALERT000482,2025-03-16T18:56:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000483,ALERT000483,2025-04-26T20:38:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000484,ALERT000484,2025-10-30T15:37:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000485,ALERT000485,2025-05-25T18:59:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000486,ALERT000486,2025-03-30T02:02:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000487,ALERT000487,2025-11-08T23:41:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000488,ALERT000488,2025-07-21T10:42:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000489,ALERT000489,2025-03-16T22:13:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000490,ALERT000490,2025-09-17T18:35:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000491,ALERT000491,2025-03-26T05:32:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000492,ALERT000492,2025-08-04T02:32:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000493,ALERT000493,2025-01-12T11:26:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000494,ALERT000494,2025-09-29T09:16:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000495,ALERT000495,2025-03-10T16:57:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000496,ALERT000496,2025-02-04T05:59:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000497,ALERT000497,2025-05-26T09:39:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000498,ALERT000498,2025-01-09T05:53:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000499,ALERT000499,2025-01-15T15:50:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000500,ALERT000500,2025-01-08T06:05:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000501,ALERT000501,2025-01-28T07:46:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000502,ALERT000502,2025-07-03T06:14:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000503,ALERT000503,2025-05-17T05:17:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000504,ALERT000504,2025-07-09T07:37:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000505,ALERT000505,2025-10-28T11:10:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000506,ALERT000506,2025-05-25T12:14:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000507,ALERT000507,2025-12-11T23:13:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000508,ALERT000508,2025-06-19T19:35:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000509,ALERT000509,2025-06-05T18:48:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000510,ALERT000510,2025-04-30T22:18:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000511,ALERT000511,2025-02-24T12:39:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000512,ALERT000512,2025-05-20T12:48:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000513,ALERT000513,2025-12-23T02:19:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000514,ALERT000514,2025-02-09T20:39:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000515,ALERT000515,2025-12-11T05:23:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000516,ALERT000516,2025-04-03T21:55:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000517,ALERT000517,2025-01-09T21:50:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000518,ALERT000518,2025-11-15T04:27:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000519,ALERT000519,2025-07-12T18:51:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000520,ALERT000520,2025-07-25T05:28:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000521,ALERT000521,2025-08-25T04:49:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000522,ALERT000522,2025-10-30T01:29:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000523,ALERT000523,2025-03-07T08:39:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000524,ALERT000524,2025-07-08T18:07:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000525,ALERT000525,2025-05-19T22:13:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000526,ALERT000526,2025-01-23T03:10:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000527,ALERT000527,2025-03-27T01:28:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000528,ALERT000528,2025-05-28T13:31:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000529,ALERT000529,2025-04-09T12:37:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000530,ALERT000530,2025-04-28T12:02:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000531,ALERT000531,2025-10-24T12:56:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000532,ALERT000532,2025-11-10T23:54:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000533,ALERT000533,2025-11-01T12:46:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000534,ALERT000534,2025-05-20T00:41:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000535,ALERT000535,2025-01-22T08:10:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000536,ALERT000536,2025-04-01T08:40:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000537,ALERT000537,2025-12-05T03:41:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000538,ALERT000538,2025-10-28T00:14:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000539,ALERT000539,2025-12-22T07:17:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000540,ALERT000540,2025-07-02T15:10:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000541,ALERT000541,2025-06-01T19:17:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000542,ALERT000542,2025-12-07T09:49:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000543,ALERT000543,2025-05-20T02:19:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000544,ALERT000544,2025-10-09T21:35:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000545,ALERT000545,2025-02-06T02:47:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000546,ALERT000546,2025-09-06T20:06:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000547,ALERT000547,2025-02-05T09:39:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000548,ALERT000548,2025-04-12T11:59:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000549,ALERT000549,2025-12-19T23:39:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000550,ALERT000550,2025-02-18T21:13:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000551,ALERT000551,2025-02-17T21:03:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000552,ALERT000552,2025-06-23T23:14:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000553,ALERT000553,2025-03-04T13:03:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000554,ALERT000554,2025-04-19T22:39:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000555,ALERT000555,2025-04-09T21:25:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000556,ALERT000556,2025-05-08T03:30:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000557,ALERT000557,2025-02-09T10:39:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000558,ALERT000558,2025-07-07T06:09:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000559,ALERT000559,2025-03-30T09:55:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000560,ALERT000560,2025-09-29T09:26:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000561,ALERT000561,2025-03-23T10:54:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000562,ALERT000562,2025-07-15T15:33:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000563,ALERT000563,2025-02-28T23:35:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000564,ALERT000564,2025-01-16T16:10:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000565,ALERT000565,2025-01-12T03:55:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000566,ALERT000566,2025-02-09T09:32:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000567,ALERT000567,2025-06-27T23:29:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000568,ALERT000568,2025-02-14T17:04:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000569,ALERT000569,2025-11-05T15:05:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000570,ALERT000570,2025-02-07T06:34:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000571,ALERT000571,2025-02-20T02:42:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000572,ALERT000572,2025-01-18T00:48:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000573,ALERT000573,2025-01-24T13:02:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000574,ALERT000574,2025-03-05T20:59:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000575,ALERT000575,2025-12-19T14:26:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000576,ALERT000576,2025-08-30T01:01:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000577,ALERT000577,2025-09-01T00:49:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000578,ALERT000578,2025-08-17T04:49:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000579,ALERT000579,2025-05-19T13:54:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000580,ALERT000580,2025-02-12T21:56:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000581,ALERT000581,2025-11-10T01:18:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000582,ALERT000582,2025-03-02T04:06:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000583,ALERT000583,2025-12-07T00:33:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000584,ALERT000584,2025-08-15T20:54:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000585,ALERT000585,2025-12-25T07:43:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000586,ALERT000586,2025-09-08T17:45:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000587,ALERT000587,2025-08-20T14:57:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000588,ALERT000588,2025-07-26T13:47:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000589,ALERT000589,2025-05-24T10:32:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000590,ALERT000590,2025-05-27T01:10:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000591,ALERT000591,2025-07-15T19:16:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000592,ALERT000592,2025-06-16T00:12:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000593,ALERT000593,2025-06-01T21:18:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000594,ALERT000594,2025-01-21T10:45:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000595,ALERT000595,2025-07-17T17:32:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000596,ALERT000596,2025-03-24T12:48:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000597,ALERT000597,2025-10-02T05:13:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000598,ALERT000598,2025-04-09T05:08:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000599,ALERT000599,2025-11-24T02:02:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000600,ALERT000600,2025-08-25T04:13:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000601,ALERT000601,2025-04-12T05:00:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000602,ALERT000602,2025-01-08T22:28:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000603,ALERT000603,2025-07-18T21:33:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000604,ALERT000604,2025-10-04T03:39:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000605,ALERT000605,2025-07-20T07:22:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000606,ALERT000606,2025-12-06T01:51:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000607,ALERT000607,2025-02-20T07:08:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000608,ALERT000608,2025-07-19T07:26:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000609,ALERT000609,2025-07-24T08:51:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000610,ALERT000610,2025-05-25T01:23:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000611,ALERT000611,2025-09-01T13:59:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000612,ALERT000612,2025-08-27T20:03:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000613,ALERT000613,2025-03-16T11:28:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000614,ALERT000614,2025-10-08T18:34:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000615,ALERT000615,2025-11-22T04:43:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000616,ALERT000616,2025-03-30T17:03:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000617,ALERT000617,2025-03-05T15:15:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000618,ALERT000618,2025-05-30T15:09:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000619,ALERT000619,2025-08-28T01:32:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000620,ALERT000620,2025-08-13T08:04:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000621,ALERT000621,2025-12-05T16:58:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000622,ALERT000622,2025-07-25T11:29:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000623,ALERT000623,2025-07-26T04:58:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000624,ALERT000624,2025-11-17T19:50:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000625,ALERT000625,2025-07-30T14:59:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000626,ALERT000626,2025-02-12T14:37:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000627,ALERT000627,2025-07-07T21:52:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000628,ALERT000628,2025-07-12T19:58:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000629,ALERT000629,2025-02-05T10:49:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000630,ALERT000630,2025-09-05T00:15:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000631,ALERT000631,2025-02-21T07:33:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000632,ALERT000632,2025-07-05T18:08:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000633,ALERT000633,2025-04-15T10:40:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000634,ALERT000634,2025-10-17T14:32:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000635,ALERT000635,2025-08-21T11:53:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000636,ALERT000636,2025-07-17T21:34:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000637,ALERT000637,2025-07-14T16:37:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000638,ALERT000638,2025-11-30T02:32:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000639,ALERT000639,2025-06-28T05:05:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000640,ALERT000640,2025-04-19T00:11:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000641,ALERT000641,2025-01-30T19:06:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000642,ALERT000642,2025-05-30T21:20:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000643,ALERT000643,2025-05-25T11:36:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000644,ALERT000644,2025-08-14T20:43:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000645,ALERT000645,2025-09-11T00:02:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000646,ALERT000646,2025-06-01T00:14:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000647,ALERT000647,2025-07-13T20:51:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000648,ALERT000648,2025-07-12T05:36:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000649,ALERT000649,2025-06-25T10:31:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000650,ALERT000650,2025-03-13T00:01:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000651,ALERT000651,2025-12-29T20:31:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000652,ALERT000652,2025-12-07T03:54:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000653,ALERT000653,2025-05-15T11:21:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000654,ALERT000654,2025-08-07T12:24:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000655,ALERT000655,2025-01-22T02:15:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000656,ALERT000656,2025-09-26T01:37:00,Synthetic review notes repeated round-number payments requiring review.,round_number_payments
NOTE000657,ALERT000657,2025-08-08T17:09:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000658,ALERT000658,2025-02-19T22:48:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000659,ALERT000659,2025-02-20T06:35:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000660,ALERT000660,2025-02-28T00:48:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000661,ALERT000661,2025-08-15T20:17:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000662,ALERT000662,2025-10-07T21:04:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000663,ALERT000663,2025-09-24T04:23:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000664,ALERT000664,2025-04-19T03:40:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000665,ALERT000665,2025-08-03T04:16:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000666,ALERT000666,2025-10-25T23:04:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000667,ALERT000667,2025-07-21T16:20:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000668,ALERT000668,2025-12-25T02:37:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000669,ALERT000669,2025-01-09T14:12:00,Synthetic review notes a material increase against expected account activity.,unusual_amount_spike
NOTE000670,ALERT000670,2025-04-29T13:44:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000671,ALERT000671,2025-02-24T06:39:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000672,ALERT000672,2025-09-18T01:34:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000673,ALERT000673,2025-12-07T20:36:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
NOTE000674,ALERT000674,2025-09-13T15:58:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000675,ALERT000675,2025-04-21T22:52:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000676,ALERT000676,2025-07-11T03:45:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000677,ALERT000677,2025-03-02T17:02:00,Synthetic review notes repeated transfers in a short time window.,high_transaction_velocity
NOTE000678,ALERT000678,2025-08-26T11:54:00,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover_style_behaviour
NOTE000679,ALERT000679,2025-01-26T02:01:00,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement_of_funds
NOTE000680,ALERT000680,2025-07-11T15:03:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000681,ALERT000681,2025-11-15T05:21:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000682,ALERT000682,2025-11-05T01:31:00,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account_style_behaviour
NOTE000683,ALERT000683,2025-09-19T07:16:00,Synthetic review notes device reuse across multiple account relationships.,shared_device_behaviour
NOTE000684,ALERT000684,2025-01-01T07:41:00,Synthetic review notes payment to a recently observed beneficiary.,new_beneficiary_risk
NOTE000685,ALERT000685,2025-06-18T11:50:00,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction_exposure
