alert_id,transaction_id,account_id,alert_type,alert_severity,alert_reason,predicted_typology,typology_confidence,nlp_triage_score,nlp_triage_band,nlp_triage_reasons,suggested_review_queue
ALERT000458,TXN0002457,ACCT000394,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000459,TXN0002462,ACCT000137,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000460,TXN0002464,ACCT000438,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000461,TXN0002466,ACCT000540,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000462,TXN0002467,ACCT000096,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000463,TXN0002474,ACCT000354,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000464,TXN0002476,ACCT000373,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000465,TXN0002483,ACCT000482,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000466,TXN0002489,ACCT000444,mule_activity,high,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000467,TXN0002493,ACCT000305,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000468,TXN0002502,ACCT000354,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000469,TXN0002503,ACCT000414,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000470,TXN0002506,ACCT000063,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000471,TXN0002508,ACCT000308,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,95,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; PRIORITISED_ALERT_HIGH_OR_CRITICAL; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000472,TXN0002512,ACCT000391,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000473,TXN0002516,ACCT000637,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000474,TXN0002518,ACCT000273,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000475,TXN0002520,ACCT000357,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000476,TXN0002528,ACCT000556,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000477,TXN0002530,ACCT000228,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000478,TXN0002539,ACCT000667,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000479,TXN0002540,ACCT000455,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000480,TXN0002552,ACCT000697,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,94,Critical,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000481,TXN0002570,ACCT000621,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000482,TXN0002577,ACCT000078,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000483,TXN0002578,ACCT000052,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000484,TXN0002594,ACCT000272,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000485,TXN0002608,ACCT000421,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000486,TXN0002617,ACCT000200,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000487,TXN0002626,ACCT000515,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000488,TXN0002632,ACCT000215,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000489,TXN0002634,ACCT000268,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000490,TXN0002638,ACCT000051,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000491,TXN0002643,ACCT000377,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000492,TXN0002645,ACCT000206,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000493,TXN0002651,ACCT000130,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000494,TXN0002652,ACCT000574,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000495,TXN0002653,ACCT000692,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000496,TXN0002656,ACCT000465,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000497,TXN0002660,ACCT000610,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000498,TXN0002671,ACCT000124,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000499,TXN0002675,ACCT000292,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000500,TXN0002681,ACCT000295,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000501,TXN0002683,ACCT000401,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000502,TXN0002692,ACCT000040,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000503,TXN0002697,ACCT000627,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000504,TXN0002699,ACCT000142,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000505,TXN0002708,ACCT000368,shared_device,high,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000506,TXN0002712,ACCT000073,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000507,TXN0002713,ACCT000207,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000508,TXN0002715,ACCT000029,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000509,TXN0002718,ACCT000084,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,93,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000510,TXN0002722,ACCT000016,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000511,TXN0002731,ACCT000342,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000512,TXN0002743,ACCT000539,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000513,TXN0002757,ACCT000546,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000514,TXN0002761,ACCT000160,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000515,TXN0002771,ACCT000693,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000516,TXN0002773,ACCT000099,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000517,TXN0002784,ACCT000096,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000518,TXN0002789,ACCT000287,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000519,TXN0002791,ACCT000198,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000520,TXN0002792,ACCT000103,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000521,TXN0002797,ACCT000396,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,88,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000522,TXN0002799,ACCT000444,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000523,TXN0002807,ACCT000345,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000524,TXN0002825,ACCT000044,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000525,TXN0002826,ACCT000473,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000526,TXN0002831,ACCT000115,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000527,TXN0002838,ACCT000690,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000528,TXN0002840,ACCT000484,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000529,TXN0002842,ACCT000505,shared_device,high,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000530,TXN0002843,ACCT000238,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000531,TXN0002852,ACCT000156,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000532,TXN0002853,ACCT000334,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000533,TXN0002858,ACCT000614,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000534,TXN0002859,ACCT000452,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000535,TXN0002868,ACCT000053,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000536,TXN0002872,ACCT000632,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000537,TXN0002874,ACCT000479,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000538,TXN0002876,ACCT000173,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000539,TXN0002888,ACCT000576,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000540,TXN0002891,ACCT000250,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000541,TXN0002905,ACCT000612,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000542,TXN0002924,ACCT000329,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000543,TXN0002940,ACCT000101,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000544,TXN0002947,ACCT000109,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000545,TXN0002953,ACCT000239,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000546,TXN0002958,ACCT000372,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,100,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; PRIORITISED_ALERT_HIGH_OR_CRITICAL; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000547,TXN0002969,ACCT000425,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000548,TXN0002972,ACCT000142,shared_device,high,Synthetic alert generated for shared device behaviour.,shared_device,0.9,86,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000549,TXN0002973,ACCT000204,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000550,TXN0002976,ACCT000540,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000551,TXN0002980,ACCT000238,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000552,TXN0002983,ACCT000063,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,95,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; PRIORITISED_ALERT_HIGH_OR_CRITICAL; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
