case_note_id,alert_id,note_text,predicted_typology,typology_confidence,typology_reasons,original_typology_label
NOTE000344,ALERT000344,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000345,ALERT000345,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000346,ALERT000346,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000347,ALERT000347,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000348,ALERT000348,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000349,ALERT000349,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000350,ALERT000350,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000351,ALERT000351,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000352,ALERT000352,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000353,ALERT000353,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000354,ALERT000354,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000355,ALERT000355,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000356,ALERT000356,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000357,ALERT000357,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000358,ALERT000358,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000359,ALERT000359,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000360,ALERT000360,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000361,ALERT000361,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000362,ALERT000362,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000363,ALERT000363,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000364,ALERT000364,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000365,ALERT000365,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000366,ALERT000366,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000367,ALERT000367,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000368,ALERT000368,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000369,ALERT000369,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000370,ALERT000370,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000371,ALERT000371,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000372,ALERT000372,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000373,ALERT000373,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000374,ALERT000374,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000375,ALERT000375,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000376,ALERT000376,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000377,ALERT000377,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000378,ALERT000378,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000379,ALERT000379,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000380,ALERT000380,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000381,ALERT000381,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000382,ALERT000382,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000383,ALERT000383,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000384,ALERT000384,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000385,ALERT000385,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000386,ALERT000386,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000387,ALERT000387,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000388,ALERT000388,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000389,ALERT000389,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000390,ALERT000390,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000391,ALERT000391,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000392,ALERT000392,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000393,ALERT000393,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000394,ALERT000394,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000395,ALERT000395,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000396,ALERT000396,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000397,ALERT000397,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000398,ALERT000398,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000399,ALERT000399,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000400,ALERT000400,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000401,ALERT000401,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000402,ALERT000402,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000403,ALERT000403,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000404,ALERT000404,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000405,ALERT000405,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000406,ALERT000406,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000407,ALERT000407,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000408,ALERT000408,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000409,ALERT000409,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000410,ALERT000410,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000411,ALERT000411,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000412,ALERT000412,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000413,ALERT000413,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000414,ALERT000414,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000415,ALERT000415,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000416,ALERT000416,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000417,ALERT000417,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000418,ALERT000418,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000419,ALERT000419,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000420,ALERT000420,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000421,ALERT000421,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000422,ALERT000422,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000423,ALERT000423,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000424,ALERT000424,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000425,ALERT000425,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000426,ALERT000426,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000427,ALERT000427,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000428,ALERT000428,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000429,ALERT000429,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000430,ALERT000430,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000431,ALERT000431,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000432,ALERT000432,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000433,ALERT000433,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000434,ALERT000434,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000435,ALERT000435,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000436,ALERT000436,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000437,ALERT000437,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000438,ALERT000438,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000439,ALERT000439,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000440,ALERT000440,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000441,ALERT000441,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000442,ALERT000442,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000443,ALERT000443,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000444,ALERT000444,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000445,ALERT000445,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000446,ALERT000446,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000447,ALERT000447,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000448,ALERT000448,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000449,ALERT000449,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000450,ALERT000450,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000451,ALERT000451,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000452,ALERT000452,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000453,ALERT000453,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000454,ALERT000454,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000455,ALERT000455,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000456,ALERT000456,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000457,ALERT000457,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000458,ALERT000458,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000459,ALERT000459,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000460,ALERT000460,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000461,ALERT000461,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000462,ALERT000462,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000463,ALERT000463,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000464,ALERT000464,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000465,ALERT000465,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000466,ALERT000466,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000467,ALERT000467,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000468,ALERT000468,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000469,ALERT000469,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000470,ALERT000470,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000471,ALERT000471,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000472,ALERT000472,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000473,ALERT000473,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000474,ALERT000474,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000475,ALERT000475,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000476,ALERT000476,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000477,ALERT000477,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000478,ALERT000478,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000479,ALERT000479,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000480,ALERT000480,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000481,ALERT000481,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000482,ALERT000482,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000483,ALERT000483,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000484,ALERT000484,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000485,ALERT000485,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000486,ALERT000486,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000487,ALERT000487,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000488,ALERT000488,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000489,ALERT000489,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000490,ALERT000490,Synthetic review notes behaviour consistent with mule-account typologies.,mule_account,0.9,"KEYWORD:mule, KEYWORD:mule-account",mule_account_style_behaviour
NOTE000491,ALERT000491,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000492,ALERT000492,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000493,ALERT000493,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000494,ALERT000494,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000495,ALERT000495,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000496,ALERT000496,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000497,ALERT000497,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000498,ALERT000498,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000499,ALERT000499,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000500,ALERT000500,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000501,ALERT000501,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000502,ALERT000502,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000503,ALERT000503,Synthetic review notes exposure to a higher-risk destination country.,high_risk_jurisdiction,0.9,"KEYWORD:higher-risk, KEYWORD:destination country",high_risk_jurisdiction_exposure
NOTE000504,ALERT000504,Synthetic review notes repeated transfers in a short time window.,rapid_movement,0.9,KEYWORD:short time window,high_transaction_velocity
NOTE000505,ALERT000505,Synthetic review notes device reuse across multiple account relationships.,shared_device,0.9,"KEYWORD:device reuse, KEYWORD:multiple account",shared_device_behaviour
NOTE000506,ALERT000506,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000507,ALERT000507,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000508,ALERT000508,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000509,ALERT000509,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000510,ALERT000510,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000511,ALERT000511,Synthetic review notes unusual access pattern and payment behaviour.,account_takeover,0.9,KEYWORD:unusual access,account_takeover_style_behaviour
NOTE000512,ALERT000512,Synthetic review notes a material increase against expected account activity.,unknown,0.75,ORIGINAL_LABEL_HINT:unusual_amount_spike,unusual_amount_spike
NOTE000513,ALERT000513,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
NOTE000514,ALERT000514,Synthetic review notes rapid inbound and outbound movement of funds.,rapid_movement,0.9,"KEYWORD:rapid inbound, KEYWORD:outbound movement",rapid_movement_of_funds
NOTE000515,ALERT000515,Synthetic review notes payment to a recently observed beneficiary.,shared_beneficiary,0.75,ORIGINAL_LABEL_HINT:new_beneficiary_risk,new_beneficiary_risk
NOTE000516,ALERT000516,Synthetic review notes repeated round-number payments requiring review.,structuring,0.9,"KEYWORD:round-number, KEYWORD:repeated round",round_number_payments
